1117,3112.5,1111,3166.9,998.65,1,0,0,NaN,NaN,NaN,8.8609,-16.731,6.9665,9.4643,3.7221,-11.486,-4.2193,1.0363,4.9027,-3.7413,5.4619,4.6955,-7.3077,-10.311,-3.9147,1.3103,1.4165,-12.86,-1.7682,0.37201,-4.5025,-6.1571,2.8679,3.8015,0.19425,3.2004,0.16536,8.4066,1.9979,1.8413,4.9768,3.6968,0.45309,-2.2133,3.9939,3.9222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
1117,3112.5,1111,3166.9,998.65,2,0,0,NaN,-25.899,3.2323,0.41047,6.8575,-2.8179,-0.55308,-1.7816,3.6016,-0.83754,2.5625,2.2164,-2.5584,-0.57842,2.0818,-8.0452,-10.22,2.6157,-4.096,-10.049,-4.7314,-0.80802,-13.447,-2.9743,-5.9893,-4.7961,-1.5801,-2.8057,-4.331,-2.7428,-5.2046,-5.7744,1.8856,-1.179,0.2353,-0.57631,1.9293,2.179,1.6783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
1117,3112.5,1111,3166.9,998.65,3,0,0,NaN,NaN,NaN,3.2591,-1.0723,-1.1496,4.1145,-0.098812,-4.179,1.215,3.9074,-0.14179,-0.35453,-0.90837,-4.5314,1.2758,1.9911,-11.915,-2.2272,-8.2753,-2.5625,-1.226,-13.239,3.0709,-0.44367,-1.9513,-2.7567,-6.2905,-1.026,-7.6334,-5.0196,1.9494,2.2166,-0.86995,3.0922,5.4651,2.6638,1.3759,6.7934,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
1117,3112.5,1111,3166.9,998.65,4,0,0,NaN,NaN,NaN,4.8609,-1.8631,2.3406,-3.9242,3.3847,-4.7982,-1.7292,0.63526,2.3319,5.8265,2.4052,-2.3709,0.76404,-0.59786,-6.0632,-2.182,-5.3069,-0.28422,0.46422,-3.9744,2.1235,0.69107,-1.8029,3.0156,-1.3233,2.7436,-2.8908,-5.5632,3.7336,3.7902,6.9812,4.88,2.0297,12.369,8.4572,3.5854,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
1117,3112.5,1111,3166.9,998.65,5,0,0,NaN,6.4434,9.3219,-0.8253,2.6125,-2.5573,-5.6281,4.9841,5.2335,-4.5288,-6.1837,1.9524,3.4144,1.6975,-6.8338,-5.7354,-2.0618,-2.6358,-5.2589,-8.5712,-7.1377,-7.1852,-2.4056,-1.0832,-9.2617,-9.6951,-5.3587,-3.4336,-12.474,-2.0696,-4.0123,-4.9018,-2.5593,-1.6243,1.8662,-1.8045,-2.262,-4.1714,-0.89262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
1117,3112.5,1111,3166.9,998.65,6,0,0,-41.551,0.79576,3.9946,7.3571,8.385,-3.79,-2.6243,4.7444,0.10461,-1.9918,-16.256,-3.1324,5.7032,6.3327,4.5792,-1.6211,-0.81626,-4.9256,-9.8273,0.82525,-1.5124,5.4222,-5.447,-0.46778,0.794,-3.7473,8.9503,-0.59666,4.0981,9.0322,-6.1771,7.2412,8.016,0.42792,7.6361,6.5206,3.7369,9.4254,6.804,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
1117,3112.5,1111,3166.9,998.65,7,0,0,NaN,NaN,NaN,NaN,NaN,-3.0921,0.72408,10.449,3.7263,-3.3246,2.1372,-1.7081,-1.4517,1.292,-3.5762,1.1727,0.82302,5.5089,-5.8933,-7.3505,-1.1098,8.05,-12.347,-2.4873,3.362,-10.617,-1.7358,0.28596,-1.3968,-0.6123,-2.9329,0.38565,4.5692,-4.8907,1.0827,0.60492,0.87005,4.8185,3.6869,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
1117,3112.5,1111,3166.9,998.65,8,0,0,NaN,NaN,NaN,NaN,NaN,0.94051,-4.41,-4.104,-0.016857,2.5968,4.2246,2.072,0.78562,-7.2385,0.84877,0.42091,0.46997,-3.9219,-1.2253,-6.1935,-3.3924,1.6899,-1.9601,-14.269,1.7859,-1.2551,-1.466,3.0385,-4.3184,2.7465,0.48633,4.4423,4.4697,6.8172,1.2326,5.4138,5.2587,0.66246,2.5583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
1117,3112.5,1111,3166.9,998.65,9,0,0,NaN,-25.899,3.2323,2.5231,-1.0053,1.3754,3.2034,0.48463,-2.6111,-2.23,1.9341,3.3225,-3.0455,1.9087,3.1581,-7.7415,-10.257,-0.07327,-1.8699,-5.328,-8.0786,-1.2034,-7.7566,-3.6036,-6.0584,-1.6403,0.63586,-1.5704,-1.2298,-1.5453,0.39998,-2.574,1.8673,1.3558,1.6606,-0.15244,0.22353,2.9263,2.6023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
1117,3112.5,1111,3166.9,998.65,10,0,0,NaN,NaN,NaN,4.327,-1.6372,0.46123,0.66935,1.3941,-4.4444,-0.046768,2.5051,0.91834,2.2945,0.51172,-3.6055,1.0565,0.88156,-9.4069,-2.2078,-7.0031,-1.5861,-0.5016,-9.2687,2.6649,0.042649,-1.8877,-0.28289,-4.1617,0.58958,-5.6008,-5.2526,2.7141,2.891,2.4948,3.8584,3.9928,6.8233,4.4108,5.4186,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
1117,3112.5,1111,3166.9,998.65,11,0,0,-41.551,3.6196,7.5462,1.9022,4.3886,-3.0649,-4.3407,4.8814,3.0354,-3.4415,-10.5,-0.22682,4.3953,3.684,-1.9425,-3.9721,-1.528,-3.6171,-7.2167,-4.5441,-4.7269,-1.782,-3.7091,-0.81944,-4.9521,-7.1461,0.77372,-2.2178,-5.3715,2.6883,-4.9401,0.30233,1.973,-0.7448,4.339,1.7634,0.30897,1.6558,2.4059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
1117,3112.5,1111,3166.9,998.65,12,0,0,NaN,NaN,NaN,NaN,NaN,-1.0758,-3.1265,0.74692,1.8547,-0.034931,3.2969,0.39199,-0.20874,-3.4471,-1.1179,0.75503,0.62688,0.26955,-3.2999,-6.7077,-2.3779,4.5166,-6.5766,-9.0326,2.4864,-5.4161,-1.5859,1.8151,-3.0199,1.2537,-1.0333,2.6393,4.5139,1.6137,1.166,3.2765,3.3082,2.5096,3.0599,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
1117,3112.5,1111,3166.9,998.65,13,0,0,NaN,6.4434,9.3219,1.4698,-2.059,0.21193,0.84774,3.8806,-0.60642,-2.8788,-0.53123,1.2271,0.0095466,1.7621,-3.2571,-2.8683,-2.1258,-3.1508,-3.3971,-6.227,-5.8587,-1.2573,-6.5988,-1.1385,-3.7398,-5.6233,-2.1039,-2.5109,-4.1904,-2.5612,-1.5121,-0.74731,1.0418,-0.87829,2.3335,0.85938,-0.41044,0.78445,2.8739,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
1117,3112.5,1111,3166.9,998.65,14,0,0,-41.551,-12.552,3.6135,3.6668,4.358,-1.5495,-2.3544,0.66349,0.24344,-0.30596,-2.132,0.81953,1.9588,-0.19267,1.6084,-2.4642,-3.0981,-2.6792,-4.4214,-5.3383,-2.7587,1.7258,-6.4839,-4.6829,-0.87832,-3.0016,1.9482,-0.31379,-0.94712,1.8281,-3.8902,2.1215,4.5268,2.9177,3.2195,3.4068,5.1351,4.6853,3.5747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
